date_time,Hora,O3,NO,NO2,NOX,SO2,CO,PM10,PM2.5,Tmp,RH,WS,WD,Precipitacion,Rad Solar
4/6/2017,02:00:00,0.006,0.005,0.033,0.038,0.0038,0.706,46,,20.8,25.9,0.4,4.8,0,
4/6/2017,03:00:00,0.009,0.006,0.026,0.032,0.0036,0.643,38.2,,20.2,29.1,1.5,5.4,0,
4/6/2017,04:00:00,0.011,0.002,0.02,0.021,0.0037,0.568,49.7,,20,29.3,2,6.1,0,
4/6/2017,05:00:00,0.009,0.003,0.022,0.025,0.0042,0.658,45.3,,18.8,32.7,0.2,2.4,0,
4/6/2017,06:00:00,0.004,0.041,0.034,0.075,0.0048,1.414,50.6,,17.5,36.3,0.2,3.6,0,
4/6/2017,07:00:00,0.004,0.191,0.037,0.227,0.0067,4.095,74.5,,17.1,38.2,0.1,6.3,0,
4/6/2017,08:00:00,0.004,0.188,0.046,0.235,0.0082,3.905,91.6,,18.3,37.8,0.4,4.9,0,
4/6/2017,09:00:00,0.007,0.08,0.046,0.126,0.0054,2.316,100.4,,22,30,2.2,9.5,0,
4/6/2017,10:00:00,0.017,0.008,0.017,0.024,0.0043,0.83,97.6,,25,28.7,2.7,13.7,0,
4/6/2017,11:00:00,0.021,0.008,0.017,0.024,0.0041,0.737,76.5,,27.2,25,2.8,17.1,0,
4/6/2017,12:00:00,0.026,0.004,0.014,0.018,0.0036,0.634,68.3,,29.9,19,2.5,22.2,0,
4/6/2017,13:00:00,0.027,0.005,0.016,0.021,0.003,0.666,65.6,,32.4,13,2.9,25.9,0,
4/6/2017,14:00:00,0.028,0.007,0.016,0.022,0.0027,0.688,59,,33.8,13.1,3.2,29.1,0,
4/6/2017,15:00:00,0.029,0.005,0.012,0.017,0.0022,0.586,59.3,,33,13.7,3.5,26.5,0,
4/6/2017,16:00:00,0.03,0.003,0.01,0.013,0.0021,0.554,50.3,,34.2,10.3,4.5,31.8,0,
4/6/2017,17:00:00,0.028,0.003,0.009,0.012,0.0017,0.541,51.9,,33.8,9.2,4.3,28.7,0,
4/6/2017,18:00:00,0.024,0.007,0.013,0.02,0.0018,0.612,42.3,,33.5,9,3.9,28.7,0,
4/6/2017,19:00:00,0.017,0.007,0.021,0.027,0.0023,0.663,49,,31.2,9.2,3.7,19.2,0,
4/6/2017,20:00:00,0.007,0.017,0.038,0.055,0.003,0.995,52.3,,28.6,11.1,2.6,13.6,0,
4/6/2017,21:00:00,0.009,0.011,0.03,0.041,0.0038,0.844,58.7,,27.2,13.1,3.7,11.8,0,
4/6/2017,22:00:00,0.013,0.006,0.021,0.026,0.004,0.692,52.6,,26.1,20.8,4.6,10.4,0,
4/6/2017,23:00:00,0.014,0.003,0.018,0.021,0.0038,0.842,71.6,,24.6,30,3.1,8.4,0,
4/7/2017,00:00:00,0.013,0.002,0.018,0.02,0.0046,0.764,70.2,,23.1,31.2,2.3,6.9,0,
4/7/2017,01:00:00,0.006,0.003,0.028,0.031,0.0038,0.812,72.2,,21.5,34,0.4,6.1,0,
4/7/2017,02:00:00,0.007,0.004,0.029,0.034,0.0045,0.971,72.8,,20.4,36.5,0.3,5.2,0,
4/7/2017,03:00:00,0.004,0.026,0.039,0.064,0.0052,1.057,70,,19.3,37.8,0.4,5.1,0,
4/7/2017,04:00:00,0.004,0.021,0.036,0.057,0.0041,0.73,55.2,,18.5,36,0.4,4.5,0,
4/7/2017,05:00:00,0.004,0.045,0.034,0.079,0.0045,1.165,44.8,,17.6,39.3,0.3,3.3,0,
4/7/2017,06:00:00,0.004,0.086,0.034,0.12,0.005,1.88,54.7,,17.4,39.8,0.9,4.7,0,
4/7/2017,07:00:00,0.004,0.105,0.036,0.141,0.0055,2.421,83.5,,17,38.9,0.6,3.9,0,
4/7/2017,08:00:00,0.005,0.056,0.036,0.092,0.0059,1.749,111.2,,18.1,39.9,1.5,6.3,0,
4/7/2017,09:00:00,0.009,0.034,0.036,0.069,0.0048,1.204,98,,21.3,33.9,0.9,11.6,0,
4/7/2017,10:00:00,0.017,0.015,0.03,0.045,0.0044,1.031,75.6,,25.3,22.5,1.3,16.5,0,
4/7/2017,11:00:00,0.023,0.011,0.027,0.038,0.0039,0.873,56.5,,28,18,2.6,17.9,0,
4/7/2017,12:00:00,0.027,0.009,0.029,0.038,0.0043,0.887,56.5,,30.2,14.9,3,21.3,0,
4/7/2017,13:00:00,0.032,0.006,0.025,0.031,0.0036,0.816,59.5,,31.7,13.4,3.9,23.4,0,
4/7/2017,14:00:00,0.03,0.006,0.014,0.019,0.0024,0.573,42.2,,33,10.7,4.3,26,0,
4/7/2017,15:00:00,0.025,0.005,0.009,0.013,0.0015,0.426,30.9,,34.2,7.6,4.5,29.3,0,
4/7/2017,16:00:00,0.02,0.006,0.009,0.014,0.0013,0.487,25,,34.8,6.5,4.1,31.5,0,
4/7/2017,17:00:00,0.023,0.006,0.014,0.02,0.0016,0.546,25.4,,33.3,9.1,5.7,26.6,0,
4/7/2017,18:00:00,0.024,0.006,0.016,0.022,0.0019,0.686,33.4,,32.2,9.3,5.5,23.8,0,
4/7/2017,19:00:00,0.02,0.007,0.021,0.028,0.0025,0.824,46.4,,30.8,8.8,5.3,19.4,0,
4/7/2017,20:00:00,0.014,0.007,0.022,0.029,0.0029,0.705,51.2,,28.3,12.1,6.2,14.2,0,
4/7/2017,21:00:00,0.011,0.007,0.025,0.032,0.004,0.663,41.5,,26.7,16.4,5.7,11.5,0,
4/7/2017,22:00:00,0.012,0.004,0.021,0.025,0.0037,0.577,38,,25.5,21.6,5.5,9.9,0,
4/7/2017,23:00:00,0.011,0.005,0.018,0.022,0.004,0.613,38.6,,24.7,22.8,4.6,9.5,0,
4/8/2017,00:00:00,0.011,0.004,0.015,0.019,0.0043,0.538,45.4,,23.9,22.5,4,8.7,0,
4/8/2017,01:00:00,0.01,0.002,0.016,0.018,0.0035,0.467,28.1,,23.3,19.5,3.3,7.4,0,
4/8/2017,02:00:00,0.008,0.003,0.016,0.018,0.0038,0.566,28.5,,22.5,19.3,1.5,7,0,
4/8/2017,03:00:00,0.006,0.004,0.02,0.024,0.0048,0.666,40,,22.2,22,0.9,7.2,0,
4/8/2017,04:00:00,0.006,0.005,0.02,0.025,0.0047,0.673,49.9,,21.6,22.2,1.3,6,0,
4/8/2017,05:00:00,0.006,0.009,0.019,0.027,0.0045,0.689,42.3,,20.9,22.3,1.3,6.1,0,
4/8/2017,06:00:00,0.005,0.013,0.021,0.034,0.0035,0.727,35.4,,20.2,22.7,0.8,4.5,0,
4/8/2017,07:00:00,0.004,0.083,0.027,0.11,0.0068,1.547,46.2,,19.8,24,0.9,5.4,0,
4/8/2017,08:00:00,0.004,0.142,0.031,0.173,0.0067,2.316,86.6,,20,24.9,1.4,6.5,0,
4/8/2017,09:00:00,0.006,0.089,0.039,0.128,0.0064,1.888,97.9,,22.1,20.6,1.3,9.4,0,
4/8/2017,10:00:00,0.01,0.027,0.027,0.054,0.0047,0.926,86,,25.7,13.1,3.1,15,0,
4/8/2017,11:00:00,0.016,0.01,0.012,0.022,0.0032,0.509,45.9,,28.6,9.3,3.8,19,0,
4/8/2017,12:00:00,0.022,0.007,0.01,0.017,0.0022,0.472,37.1,,30.7,7.9,3.9,21.8,0,
4/8/2017,13:00:00,0.025,0.006,0.009,0.014,0.0019,0.447,30.2,,32.7,6.8,3.4,24.5,0,
4/8/2017,14:00:00,0.027,0.006,0.01,0.016,0.0014,0.483,22,,34.2,5.7,3.4,27.9,0,
4/8/2017,15:00:00,0.029,0.004,0.008,0.012,0.0013,0.426,21,,34.9,5.6,4.2,30.5,0,
4/8/2017,16:00:00,0.032,0.004,0.01,0.014,0.0011,0.507,27.9,,35.4,5.7,4.3,33.2,0,
4/8/2017,17:00:00,0.028,0.003,0.009,0.012,0.0013,0.489,44.2,,33.7,7.8,6.8,27.5,0,
4/8/2017,18:00:00,0.026,0.006,0.012,0.017,0.0016,0.528,49,,33.1,6.5,6.6,26.5,0,
4/8/2017,19:00:00,0.023,0.005,0.019,0.024,0.0021,0.707,53.4,,31.6,7.1,4.5,20.7,0,
4/8/2017,20:00:00,0.018,0.006,0.027,0.032,0.0034,0.836,62,,29.1,10.2,5,14.2,0,
4/8/2017,21:00:00,0.014,0.007,0.022,0.029,0.0035,0.894,71,,27,17,5.8,11.8,0,
4/8/2017,22:00:00,0.011,0.007,0.021,0.028,0.0044,0.998,78.1,,25.3,20.5,5.9,9.7,0,
4/8/2017,23:00:00,0.013,0.004,0.012,0.016,0.0038,0.659,73.2,,24.4,23.3,5.5,8.8,0,
4/9/2017,00:00:00,0.009,0.008,0.023,0.03,0.0035,0.952,54.6,,22.6,26.4,1.2,5.2,0,
4/9/2017,01:00:00,0.007,0.005,0.027,0.032,0.0034,0.716,56.2,,21.2,28.1,1.2,5.9,0,
4/9/2017,02:00:00,0.007,0.006,0.026,0.032,0.0038,0.714,49.2,,20.1,29.4,1.5,5.7,0,
4/9/2017,03:00:00,0.007,0.008,0.025,0.033,0.0036,0.786,47.5,,19.4,28.1,0.9,4.9,0,
4/9/2017,04:00:00,0.006,0.005,0.028,0.033,0.0039,0.745,37.8,,18,29.3,0.3,2.4,0,
4/9/2017,05:00:00,0.004,0.017,0.033,0.05,0.005,0.902,38.7,,17.5,30,0.4,4.2,0,
4/9/2017,06:00:00,0.004,0.022,0.03,0.053,0.0039,1.386,36.9,,16.6,30.2,0,0.4,0,
4/9/2017,07:00:00,0.004,0.051,0.03,0.081,0.004,1.9,40.4,,15.5,32.6,0.1,1.1,0,
4/9/2017,08:00:00,0.005,0.094,0.04,0.135,0.0054,2.227,56,,18.1,30.3,0.7,7.1,0,
4/9/2017,09:00:00,0.013,0.019,0.03,0.049,0.0047,1.188,87.3,,22,24.5,1.9,10.6,0,
4/9/2017,10:00:00,0.021,0.007,0.017,0.024,0.0045,0.687,89.5,,24.9,17.3,1.6,16.4,0,
4/9/2017,11:00:00,0.024,0.006,0.015,0.02,0.0035,0.554,56.5,,28.1,12.4,2.2,20.5,0,
4/9/2017,12:00:00,0.026,0.006,0.014,0.02,0.0031,0.484,38.9,,30.7,9.6,2.8,22.8,0,
4/9/2017,13:00:00,0.026,0.004,0.008,0.011,0.0024,0.363,31.1,,32.3,6.7,5.7,22.8,0,
4/9/2017,14:00:00,0.021,0.004,0.004,0.009,0.0017,0.331,41.3,,32.7,5.5,7.4,24.4,0,
4/9/2017,15:00:00,0.021,0.006,0.005,0.011,0.0013,0.377,49.2,,33,5.2,7.3,26,0,
4/9/2017,16:00:00,0.023,0.004,0.005,0.008,0.0013,0.331,45,,34.1,5.2,6.4,29.1,0,
4/9/2017,17:00:00,0.024,0.004,0.007,0.011,0.0011,0.418,32.9,,34,5.1,5.9,29.1,0,
4/9/2017,18:00:00,0.022,0.005,0.01,0.014,0.0013,0.473,34.4,,32.3,5.8,7,23.8,0,
4/9/2017,19:00:00,0.019,0.005,0.011,0.015,0.0022,0.476,40.4,,30.1,8.9,8.2,17.7,0,
4/9/2017,20:00:00,0.016,0.005,0.014,0.019,0.0028,0.462,44.8,,27.9,10.5,8,13,0,
4/9/2017,21:00:00,0.015,0.006,0.017,0.023,0.0033,0.586,36.3,,26.3,15.6,7.4,11.3,0,
4/9/2017,22:00:00,0.017,0.004,0.015,0.019,0.0031,0.521,38.5,,25.2,21.3,6.9,9.8,0,
4/9/2017,23:00:00,0.013,0.003,0.018,0.02,0.0035,0.718,40.2,,23.9,24.3,3,7.9,0,
4/10/2017,00:00:00,0.012,0.002,0.014,0.016,0.0035,0.647,58.5,,22.6,27,2.2,6.8,0,
4/10/2017,01:00:00,0.013,0.002,0.013,0.015,0.0034,0.464,44.6,,22,28.7,2.9,6.8,0,
4/10/2017,02:00:00,0.012,0.002,0.013,0.015,0.0039,0.681,37.1,,21.7,28.6,2.2,6.8,0,
4/10/2017,03:00:00,0.012,0.002,0.013,0.014,0.0041,0.603,51.5,,21.2,28.7,1.1,5.5,0,
4/10/2017,04:00:00,0.009,0.002,0.015,0.017,0.0033,0.692,40.7,,19.7,33.7,1,4.8,0,
4/10/2017,05:00:00,0.008,0.003,0.017,0.02,0.0033,0.739,38.5,,18.4,37.7,1.2,4.9,0,
4/10/2017,06:00:00,0.006,0.007,0.025,0.032,0.0033,0.802,36.6,,17.6,39.2,1.3,4.5,0,
4/10/2017,07:00:00,0.004,0.026,0.032,0.057,0.005,1.112,42.5,,16.9,39.9,0.5,4.4,0,
4/10/2017,08:00:00,0.006,0.036,0.034,0.069,0.004,1.331,50.3,,18.8,34.6,1.6,7.3,0,
4/10/2017,09:00:00,0.013,0.014,0.022,0.036,0.0034,0.823,41.2,,22.1,22.6,2.9,9.8,0,
4/10/2017,10:00:00,0.016,0.014,0.023,0.037,0.0039,0.766,26.9,,25.2,17.4,2.2,15.7,0,
4/10/2017,11:00:00,0.021,0.008,0.018,0.027,0.0029,0.677,26.2,,27.6,13.8,2,17.4,0,
4/10/2017,12:00:00,0.025,0.005,0.012,0.017,0.0026,0.518,21.2,,30.3,9.7,2.8,21.4,0,
4/10/2017,13:00:00,0.027,0.005,0.01,0.015,0.0023,0.471,26.4,,32.2,7.4,4.1,23.3,0,
4/10/2017,14:00:00,0.024,0.005,0.006,0.011,0.0016,0.361,22,,33.7,5.8,3.7,27.1,0,
4/10/2017,15:00:00,0.023,0.004,0.006,0.01,0.0012,0.334,18,,34.6,5.6,4.1,31.2,0,
4/10/2017,16:00:00,0.023,0.004,0.007,0.011,0.0011,0.378,19.2,,34.6,4.7,5.1,29.1,0,
4/10/2017,17:00:00,0.023,0.004,0.007,0.011,0.0012,0.363,24.2,,34.4,5.2,5.7,30.2,0,
4/10/2017,18:00:00,0.022,0.005,0.01,0.015,0.0014,0.467,22.1,,33.3,5.5,5.3,26.6,0,
4/10/2017,19:00:00,0.02,0.007,0.017,0.024,0.0021,0.65,29.7,,31.8,6,4.7,21.6,0,
4/10/2017,20:00:00,0.015,0.005,0.019,0.024,0.0027,0.565,30.7,,28.7,8.2,6.1,14.3,0,
4/10/2017,21:00:00,0.01,0.007,0.028,0.035,0.0038,0.8,26.1,,27,10.6,4.1,11.4,0,
4/10/2017,22:00:00,0.012,0.004,0.017,0.021,0.0035,0.525,36.2,,25.8,15.7,4.7,10.1,0,
4/10/2017,23:00:00,0.01,0.003,0.019,0.022,0.0038,0.604,45.3,,24.6,21.7,4.5,8.8,0,
4/11/2017,00:00:00,0.013,0.002,0.012,0.014,0.0035,0.46,45,,23.1,22.1,3.2,7.2,0,
4/11/2017,01:00:00,0.013,0.002,0.011,0.013,0.0032,0.385,31.9,,21.9,24.6,2.4,6.3,0,
4/11/2017,02:00:00,0.014,0.002,0.007,0.008,0.0032,0.389,25.2,,21.4,28.1,4,6.7,0,
4/11/2017,03:00:00,0.013,0.002,0.013,0.014,0.0043,0.455,37.5,,20.7,31.6,4.2,6.2,0,
4/11/2017,04:00:00,0.011,0.003,0.016,0.018,0.0037,0.523,33.7,,19.4,32.4,1.9,5.4,0,
4/11/2017,05:00:00,0.006,0.005,0.024,0.029,0.0034,0.754,39.2,,17.8,33.2,0.8,4.8,0,
4/11/2017,06:00:00,0.004,0.049,0.031,0.079,0.0043,1.429,44.8,,16.6,35.8,0.3,2.5,0,
4/11/2017,07:00:00,0.004,0.115,0.034,0.149,0.0059,2.455,59.5,,15.7,39.6,0.4,1.9,0,
4/11/2017,08:00:00,0.005,0.105,0.036,0.141,0.0056,2.617,88.6,,18.3,36.5,1.6,6.7,0,
4/11/2017,09:00:00,0.011,0.028,0.035,0.063,0.0044,1.493,79.5,,21.7,29.2,1.6,10.9,0,
4/11/2017,10:00:00,0.019,0.015,0.039,0.055,0.0041,1.273,75.8,,25,22.3,1.8,15.3,0,
4/11/2017,11:00:00,0.023,0.016,0.048,0.065,0.0048,1.31,87.6,,28.2,16.3,2.6,19.2,0,
4/11/2017,12:00:00,0.024,0.006,0.01,0.016,0.0028,0.845,64.3,,30.7,8.7,4.6,20.3,0,
4/11/2017,13:00:00,0.024,0.004,0.007,0.011,0.0023,0.37,29.8,,32.6,6.7,4.4,23.7,0,
4/11/2017,14:00:00,0.022,0.004,0.006,0.01,0.0017,0.362,22.8,,32.9,5.5,5.9,23.4,0,
4/11/2017,15:00:00,0.022,0.005,0.006,0.011,0.0013,0.407,14.8,,33.6,4.8,6.2,26.3,0,
4/11/2017,16:00:00,0.023,0.005,0.006,0.011,0.0011,0.358,15.4,,34.1,3.8,5.9,28.2,0,
4/11/2017,17:00:00,0.022,0.005,0.006,0.011,0.001,0.379,22.9,,34.2,4.1,5.3,30.1,0,
4/11/2017,18:00:00,0.019,0.006,0.01,0.016,0.0011,0.411,18.4,,33.6,4.6,5.8,28.6,0,
4/11/2017,19:00:00,0.018,0.005,0.014,0.019,0.0017,0.498,18.8,,31.9,5.7,5.7,21.9,0,
4/11/2017,20:00:00,0.016,0.005,0.022,0.027,0.0028,0.658,40.7,,28.8,8.3,6.9,14.1,0,
4/11/2017,21:00:00,0.012,0.005,0.02,0.025,0.0038,0.541,43.5,,26.7,13.8,7.5,10.8,0,
4/11/2017,22:00:00,0.011,0.005,0.019,0.024,0.004,0.545,39.6,,25,17.4,4.6,9.2,0,
4/11/2017,23:00:00,0.012,0.003,0.014,0.017,0.0034,0.47,34.4,,24,19.1,4.5,8.6,0,
4/12/2017,00:00:00,0.011,0.002,0.017,0.019,0.0039,0.625,27.4,,22.9,20,2.1,6.8,0,
4/12/2017,01:00:00,0.008,0.004,0.022,0.026,0.0034,0.546,45.1,,21.1,24.2,2,5.8,0,
4/12/2017,02:00:00,0.012,0.001,0.01,0.011,0.0032,0.394,32.7,,20.6,26.3,1.5,5.5,0,
4/12/2017,03:00:00,0.012,0.002,0.01,0.011,0.003,0.425,41.9,,20.3,34.6,2.2,6.1,0,
4/12/2017,04:00:00,0.014,0.001,0.005,0.006,0.0028,0.398,142.3,,19.9,44.9,2.5,5.6,0,
4/12/2017,05:00:00,0.012,0.003,0.01,0.013,0.0028,0.487,153.4,,19.1,47.6,1.7,5.2,0,
4/12/2017,06:00:00,0.008,0.006,0.021,0.026,0.003,0.781,139.4,,18.4,47.5,2.4,5,0,
4/12/2017,07:00:00,0.005,0.015,0.025,0.04,0.0034,0.992,142.8,,17.5,40.6,2.5,4.8,0,
4/12/2017,08:00:00,0.005,0.042,0.028,0.07,0.0039,1.339,124.9,,18,37.5,0.8,5.8,0,
4/12/2017,09:00:00,0.007,0.062,0.041,0.103,0.0049,1.743,130.2,,21.3,32.4,0.9,9.5,0,
4/12/2017,10:00:00,0.016,0.008,0.015,0.023,0.0041,0.836,113.1,,24.2,34.4,3,11.7,0,
4/12/2017,11:00:00,0.019,0.004,0.009,0.012,0.0034,0.626,66.4,,26,35.3,3.9,13.2,0,
4/12/2017,12:00:00,0.024,0.004,0.009,0.012,0.0031,0.576,61,,28.6,26.5,3.3,17.2,0,
4/12/2017,13:00:00,0.029,0.004,0.011,0.014,0.0028,0.671,60.3,,31,21.8,2.8,21.7,0,
4/12/2017,14:00:00,0.033,0.004,0.014,0.017,0.0023,0.624,69.5,,32.6,17,3.4,24.2,0,
4/12/2017,15:00:00,0.032,0.005,0.012,0.016,0.002,0.521,62.4,,34.1,10.4,3.3,29.6,0,
4/12/2017,16:00:00,0.033,0.004,0.012,0.015,0.0015,0.543,54.1,,34.9,10.5,3.8,31.1,0,
4/12/2017,17:00:00,0.033,0.003,0.011,0.014,0.0014,0.555,59.6,,34.4,9.7,4.6,29.9,0,
4/12/2017,18:00:00,0.026,0.005,0.012,0.016,0.0012,0.55,46,,33.4,5,5.4,27.2,0,
4/12/2017,19:00:00,0.024,0.007,0.017,0.023,0.0018,0.577,43.9,,32,6.2,4.3,21.6,0,
4/12/2017,20:00:00,0.019,0.004,0.015,0.019,0.0025,0.7,68,,28.4,18.5,6.9,13.5,0,
4/12/2017,21:00:00,0.015,0.007,0.017,0.024,0.0038,0.803,66.4,,26.4,21.9,5.5,11.1,0,
4/12/2017,22:00:00,0.015,0.004,0.014,0.018,0.0034,0.606,53.4,,25.1,27,5.7,9.3,0,
4/12/2017,23:00:00,0.012,0.005,0.018,0.023,0.0032,0.699,55.5,,23.3,29.3,3.6,7.5,0,
4/13/2017,00:00:00,0.011,0.003,0.018,0.021,0.0035,0.598,48.6,,22.1,29.4,2.7,6.5,0,
4/13/2017,01:00:00,0.012,0.002,0.016,0.018,0.0032,0.448,29.4,,20.9,30.1,2.3,6.1,0,
4/13/2017,02:00:00,0.009,0.002,0.019,0.021,0.0033,0.509,34.5,,20.1,30.8,1.5,5.2,0,
4/13/2017,03:00:00,0.006,0.005,0.026,0.031,0.0039,0.611,44.3,,19.2,33.2,2,4.9,0,
4/13/2017,04:00:00,0.008,0.002,0.019,0.02,0.0036,0.543,45.1,,18.1,37,0.8,5,0,
4/13/2017,05:00:00,0.005,0.008,0.029,0.037,0.0036,0.581,41,,17.2,37.9,0.9,4.6,0,
4/13/2017,06:00:00,0.004,0.057,0.033,0.09,0.0042,1.016,50,,16.7,40.2,0.7,4.2,0,
4/13/2017,07:00:00,0.004,0.082,0.034,0.115,0.0049,1.572,52.8,,16,42.7,1.1,3.8,0,
4/13/2017,08:00:00,0.005,0.057,0.031,0.087,0.0047,1.615,79.1,,17.9,38.8,2.2,5.3,0,
4/13/2017,09:00:00,0.01,0.023,0.028,0.051,0.0044,1.023,74.4,,20.8,30.9,1.5,8.6,0,
4/13/2017,10:00:00,0.017,0.012,0.022,0.034,0.0045,0.853,63.9,,24.3,24.1,1.7,14,0,
4/13/2017,11:00:00,0.023,0.008,0.022,0.03,0.0042,0.835,63.9,,26.7,19.9,2.4,15.6,0,
4/13/2017,12:00:00,0.028,0.005,0.013,0.017,0.0033,0.595,46.9,,28.9,13.8,3.1,17.7,0,
4/13/2017,13:00:00,0.028,0.006,0.01,0.015,0.0028,0.464,28,,30.8,10.2,4,19.7,0,
4/13/2017,14:00:00,0.028,0.004,0.007,0.011,0.0022,0.448,29,,32.6,8.4,3.9,23.5,0,
4/13/2017,15:00:00,0.025,0.005,0.008,0.013,0.0015,0.391,19.2,,33.7,5.3,5.4,26.6,0,
4/13/2017,16:00:00,0.027,0.004,0.006,0.01,0.0013,0.424,31.7,,34.2,5.2,4.1,29.7,0,
4/13/2017,17:00:00,0.025,0.006,0.007,0.013,0.0012,0.382,32.7,,33.6,4.9,5.8,27.9,0,
4/13/2017,18:00:00,0.025,0.005,0.008,0.013,0.0014,0.435,43,,33,5.1,4.8,26.5,0,
4/13/2017,19:00:00,0.024,0.004,0.014,0.018,0.0021,0.598,34.8,,30.7,6.7,5.7,18.5,0,
4/13/2017,20:00:00,0.018,0.005,0.015,0.02,0.0031,0.62,36.8,,27.9,15.5,6.5,12.6,0,
4/13/2017,21:00:00,0.015,0.006,0.018,0.024,0.0034,0.808,39.7,,26,22.9,6,10.3,0,
4/13/2017,22:00:00,0.013,0.006,0.016,0.022,0.0041,0.663,55.3,,24.2,28.7,5.4,8.8,0,
4/13/2017,23:00:00,0.015,0.004,0.011,0.014,0.0037,0.505,44.4,,23,28.2,5.4,7.8,0,
4/14/2017,00:00:00,0.014,0.004,0.014,0.017,0.0038,0.515,50.9,,22,27.2,2.9,6.4,0,
4/14/2017,01:00:00,0.007,0.003,0.023,0.026,0.004,0.577,49.1,,20.5,31.1,2,5.5,0,
4/14/2017,02:00:00,0.008,0.003,0.02,0.023,0.0039,0.59,45.1,,19.3,34.8,1.4,5,0,
4/14/2017,03:00:00,0.006,0.006,0.027,0.033,0.005,0.581,38.1,,18.5,37,1.4,4.6,0,
4/14/2017,04:00:00,0.006,0.005,0.026,0.03,0.0045,0.634,39.1,,17.8,38.7,1.7,4.4,0,
4/14/2017,05:00:00,0.008,0.003,0.016,0.019,0.0041,0.669,46.5,,17.5,37.8,1.5,3.5,0,
4/14/2017,06:00:00,0.006,0.006,0.022,0.027,0.004,0.819,45.2,,16.7,39.2,1.2,4.7,0,
4/14/2017,07:00:00,0.005,0.01,0.023,0.033,0.0041,0.863,54,,16.1,41.2,1.4,3.1,0,
4/14/2017,08:00:00,0.008,0.018,0.021,0.039,0.0042,0.924,55,,17.6,43.1,1.8,4.9,0,
4/14/2017,09:00:00,0.014,0.006,0.01,0.016,0.004,0.614,52,,20.1,40.3,3.4,7.6,0,
4/14/2017,10:00:00,0.018,0.004,0.009,0.013,0.0041,0.591,46,,22.8,32.5,3.1,10.3,0,
4/14/2017,11:00:00,0.023,0.005,0.011,0.016,0.004,0.562,43.3,,25.8,24.5,2.7,13.5,0,
4/14/2017,12:00:00,0.026,0.004,0.009,0.013,0.0037,0.519,36.7,,28.2,19,3,16.3,0,
4/14/2017,13:00:00,0.027,0.005,0.011,0.015,0.0038,0.487,53.3,,30.4,13.5,3.3,19.7,0,
4/14/2017,14:00:00,0.032,0.003,0.01,0.013,0.0034,0.459,44.5,,32.2,11.4,3.5,22.7,0,
4/14/2017,15:00:00,0.033,0.003,0.008,0.011,0.0027,0.497,38.7,,33.1,11.1,4.1,25.9,0,
4/14/2017,16:00:00,0.032,0.003,0.008,0.011,0.0023,0.454,41.7,,33.1,10.6,4.5,26.4,0,
4/14/2017,17:00:00,0.03,0.003,0.007,0.01,0.002,0.42,34.8,,33.7,8.9,3.7,28.8,0,
4/14/2017,18:00:00,0.024,0.003,0.008,0.011,0.0018,0.441,36.5,,32.8,8.1,5.2,25.9,0,
4/14/2017,19:00:00,0.023,0.005,0.01,0.014,0.0022,0.55,36.7,,30.9,8.9,5.4,19.6,0,
4/14/2017,20:00:00,0.018,0.004,0.013,0.017,0.0033,0.598,37.5,,27.5,14.5,7.2,12.1,0,
4/14/2017,21:00:00,0.017,0.004,0.011,0.015,0.0038,0.478,50.3,,25.4,21,8.1,9.6,0,
4/14/2017,22:00:00,0.014,0.004,0.012,0.015,0.0038,0.516,39.8,,24,24.1,5.4,8.3,0,
4/14/2017,23:00:00,0.014,0.003,0.011,0.014,0.0039,0.482,32.7,,22.7,26.6,4.3,7.4,0,
4/15/2017,00:00:00,0.013,0.004,0.013,0.017,0.0037,0.477,30.2,,21.5,26.4,1.9,6.4,0,
4/15/2017,01:00:00,0.008,0.003,0.02,0.023,0.0036,0.482,33.1,,20.1,28.6,1,4.2,0,
4/15/2017,02:00:00,0.006,0.013,0.026,0.038,0.0052,0.543,29.5,,19.2,30.5,1.2,4.5,0,
4/15/2017,03:00:00,0.005,0.023,0.025,0.048,0.0067,0.448,43.5,,17.9,34.2,0.5,4.9,0,
4/15/2017,04:00:00,0.007,0.006,0.022,0.028,0.004,0.489,33.4,,17.2,35.8,0.5,4.3,0,
4/15/2017,05:00:00,0.005,0.004,0.024,0.028,0.0036,0.647,28.8,,16.6,37.5,0.1,2.6,0,
4/15/2017,06:00:00,0.004,0.07,0.029,0.099,0.0045,1.129,30.6,,16.5,38.1,0.4,4.4,0,
4/15/2017,07:00:00,0.004,0.106,0.031,0.136,0.0054,1.617,62.5,,16.2,39.3,0.9,4.3,0,
4/15/2017,08:00:00,0.005,0.064,0.031,0.094,0.0056,1.599,73.3,,17.3,38.5,1.4,5.1,0,
4/15/2017,09:00:00,0.009,0.026,0.028,0.054,0.0056,1.169,68.8,,20.7,31.4,2.1,8.1,0,
4/15/2017,10:00:00,0.016,0.01,0.019,0.029,0.0041,0.799,55.8,,23.6,23.2,2.1,11.6,0,
4/15/2017,11:00:00,0.021,0.007,0.014,0.02,0.0034,0.636,31.8,,26.3,17.3,2.4,14.6,0,
4/15/2017,12:00:00,0.025,0.004,0.008,0.012,0.0027,0.454,19.1,,28.7,12.7,2.9,17.9,0,
4/15/2017,13:00:00,0.028,0.005,0.008,0.013,0.0023,0.427,20.6,,31,9.9,3,20.4,0,
