date_time,Hora,O3,NO,NO2,NOX,SO2,CO,PM10,PM2.5,Tmp,RH,WS,WD,Precipitacion,Rad Solar
1/10/2017,12:00:00,0.031,0.007,0.014,0.021,0.0031,0.344,49.1,,23.9,16.8,2.1,17.5,0,
1/10/2017,13:00:00,0.034,0.007,0.013,0.02,0.002,0.279,37.9,,25.7,13.8,2.1,21.3,0,
1/10/2017,14:00:00,0.038,0.006,0.015,0.021,0.0016,0.346,35.1,,26.7,12.5,2.7,22.2,0,
1/10/2017,15:00:00,0.041,0.006,0.022,0.027,0.0019,0.377,40.4,,27.1,12,2.4,22.4,0,
1/10/2017,16:00:00,0.036,0.007,0.032,0.039,0.0024,0.427,60,,25.3,13.1,2,15.8,0,
1/10/2017,17:00:00,0.028,0.007,0.04,0.047,0.0031,0.758,69.7,,24.5,14.1,1.5,14.1,0,
1/10/2017,18:00:00,0.014,0.027,0.06,0.087,0.0038,1.333,78.4,,22.4,16.1,1.7,9.4,0,
1/10/2017,19:00:00,0.004,0.145,0.072,0.216,0.0064,3.688,109.1,,19.3,21.5,0.2,6.4,0,
1/10/2017,20:00:00,0.004,0.22,0.072,0.291,0.0117,4.445,117,,17.3,26.9,0.9,5.2,0,
1/10/2017,21:00:00,0.004,0.217,0.064,0.281,0.0095,4.186,131.8,,16,29.6,1,4.7,0,
1/10/2017,22:00:00,0.004,0.226,0.058,0.284,0.0087,4.579,128.1,,14.8,32,0.3,3.2,0,
1/10/2017,23:00:00,0.004,0.209,0.057,0.266,0.0086,3.919,116.2,,13.8,35,0.5,3.1,0,
1/11/2017,00:00:00,0.004,0.204,0.059,0.262,0.0107,3.644,148.2,,13,37.5,1,3.5,0,
1/11/2017,01:00:00,0.004,0.123,0.051,0.174,0.0061,2.196,151.6,,12.9,36.9,0.4,2.6,0,
1/11/2017,02:00:00,0.004,0.14,0.053,0.193,0.0083,2.145,118.8,,12.1,40.7,0.7,3.8,0,
1/11/2017,03:00:00,0.004,0.143,0.047,0.189,0.0071,2.484,112.1,,11.7,44.5,0.2,3.2,0,
1/11/2017,04:00:00,0.004,0.104,0.047,0.151,0.0074,1.586,116.7,,11.5,44.3,0.9,3.6,0,
1/11/2017,05:00:00,0.004,0.086,0.046,0.132,0.0067,1.434,112,,11.1,43.2,0.7,2.5,0,
1/11/2017,06:00:00,0.004,0.147,0.047,0.194,0.0076,1.998,109.9,,10.1,46.6,0.3,2.1,0,
1/11/2017,07:00:00,0.004,0.286,0.048,0.334,0.009,4.564,114,,9.5,50.7,0.2,3.1,0,
1/11/2017,08:00:00,0.004,0.375,0.062,0.437,0.0117,5.366,161.9,,11.1,51,0.5,5,0,
1/11/2017,09:00:00,0.007,0.12,0.066,0.186,0.0068,2.827,169.3,,16.2,34.1,1.3,8.1,0,
1/11/2017,10:00:00,0.023,0.015,0.037,0.052,0.0042,0.904,110,,19.8,24.7,1.5,12,0,
1/11/2017,11:00:00,0.035,0.008,0.027,0.035,0.004,0.642,89.1,,22.9,20.1,1.7,15.4,0,
1/11/2017,12:00:00,0.045,0.007,0.025,0.032,0.0031,0.449,65.5,,25.4,16.1,1.5,21.4,0,
1/11/2017,13:00:00,0.048,0.008,0.029,0.037,0.0021,0.504,55,,27.3,13.4,2.4,23.9,0,
1/11/2017,14:00:00,0.049,0.008,0.032,0.039,0.0023,0.604,51.2,,28.2,11,2.9,25,0,
1/11/2017,15:00:00,0.041,0.006,0.019,0.024,0.0019,0.235,49.7,,29.4,7,2.2,27.9,0,
1/11/2017,16:00:00,0.042,0.005,0.018,0.022,0.0019,0.229,50.9,,29.1,8.9,2.8,25.5,0,
1/11/2017,17:00:00,0.043,0.004,0.025,0.029,0.0024,0.354,48.1,,27.6,10.5,1.3,20.1,0,
1/11/2017,18:00:00,0.02,0.024,0.076,0.1,0.0036,1.755,59.1,,24.2,14.3,0.9,11.1,0,
1/11/2017,19:00:00,0.004,0.09,0.088,0.178,0.0057,2.878,73.5,,20.9,18.9,0.3,6.8,0,
1/11/2017,20:00:00,0.004,0.171,0.082,0.253,0.0078,3.689,94.2,,19.3,24.5,1.4,6.6,0,
1/11/2017,21:00:00,0.005,0.052,0.062,0.114,0.0061,1.448,132.6,,18.5,28.2,2.1,6.4,0,
1/11/2017,22:00:00,0.007,0.01,0.046,0.056,0.0044,0.638,81.9,,18.2,36.4,1.6,6,0,
1/11/2017,23:00:00,0.007,0.012,0.044,0.057,0.0043,0.606,51.3,,17.1,43.6,0.8,5.1,0,
1/12/2017,00:00:00,0.014,0.007,0.027,0.034,0.0043,0.608,31.4,,16.3,48.7,1,4.2,0,
1/12/2017,01:00:00,0.014,0.004,0.031,0.034,0.0036,0.536,31.1,,15.9,53,1,4.7,0,
1/12/2017,02:00:00,0.004,0.011,0.043,0.054,0.0049,0.846,39.8,,14.7,54.3,0.5,5.1,0,
1/12/2017,03:00:00,0.004,0.022,0.041,0.062,0.0045,1.227,49.6,,13.3,56.5,0.3,2,0,
1/12/2017,04:00:00,0.004,0.045,0.037,0.081,0.0043,1.431,41.8,,12.3,60.1,0.1,0.7,0,
1/12/2017,05:00:00,0.004,0.1,0.037,0.136,0.005,1.763,49.6,,11.6,63.2,0,0.1,0,
1/12/2017,06:00:00,0.004,0.154,0.04,0.194,0.0062,2,60.3,,11,66.1,0.1,0.3,0,
1/12/2017,07:00:00,0.004,0.165,0.04,0.205,0.0069,3.02,95.6,,10.8,65.2,0.2,5.1,0,
1/12/2017,08:00:00,0.005,0.216,0.052,0.268,0.0083,4.135,127.7,,12.7,65.2,0,3.1,0,
1/12/2017,09:00:00,0.006,0.179,0.076,0.255,0.0132,3.578,144.9,,17,51,0.5,9.6,0,
1/12/2017,10:00:00,0.012,0.062,0.081,0.142,0.01,2.386,152.5,,20.9,37.1,1.1,14.3,0,
1/12/2017,11:00:00,0.025,0.02,0.048,0.068,0.0047,1.436,104.3,,23.5,28.2,1.9,15.9,0,
1/12/2017,12:00:00,0.039,0.008,0.03,0.038,0.0038,0.944,67.1,,25.5,23.9,1.9,20.2,0,
1/12/2017,13:00:00,0.044,0.007,0.025,0.032,0.0028,0.799,39.6,,27.3,17.8,2.7,23.6,0,
1/12/2017,14:00:00,0.049,0.007,0.031,0.037,0.0028,0.851,40.5,,28.3,16.4,2.7,24.4,0,
1/12/2017,15:00:00,0.041,0.005,0.014,0.019,0.0027,0.498,59.2,,28.6,15.3,3.3,25,0,
1/12/2017,16:00:00,0.04,0.006,0.018,0.023,0.0025,0.516,52.3,,29,15.7,2.4,26,0,
1/12/2017,17:00:00,0.036,0.004,0.017,0.021,0.0026,0.547,49.2,,27.6,16.8,1.7,20.4,0,
1/12/2017,18:00:00,0.018,0.022,0.04,0.062,0.003,2.035,49.9,,24.4,20.9,0.4,11.9,0,
1/12/2017,19:00:00,0.004,0.062,0.06,0.122,0.0054,2.765,86.1,,21.1,28.6,1.3,8.4,0,
1/12/2017,20:00:00,0.004,0.102,0.059,0.16,0.0065,2.52,121.9,,20,32.2,1.1,7,0,
1/12/2017,21:00:00,0.004,0.138,0.063,0.2,0.007,3.014,122.5,,18.8,35,1.2,5.7,0,
1/12/2017,22:00:00,0.006,0.037,0.05,0.087,0.0051,1.304,127.2,,18.6,34.5,2.1,6.2,0,
1/12/2017,23:00:00,0.007,0.02,0.042,0.061,0.0043,1.259,60.4,,18,36.9,0.9,6.4,0,
1/13/2017,00:00:00,0.004,0.04,0.044,0.083,0.0046,1.554,54.7,,16.1,42,0.2,3,0,
1/13/2017,01:00:00,0.004,0.048,0.041,0.089,0.004,1.611,53,,15.1,46.2,0.5,2.7,0,
1/13/2017,02:00:00,0.004,0.071,0.043,0.113,0.0054,1.928,65.6,,14.5,48.6,0.7,3,0,
1/13/2017,03:00:00,0.004,0.071,0.042,0.113,0.0051,1.356,67.2,,13.9,50.9,1,4.4,0,
1/13/2017,04:00:00,0.004,0.057,0.039,0.095,0.0051,1.293,63.1,,13.3,53,0.6,4.4,0,
1/13/2017,05:00:00,0.004,0.056,0.041,0.097,0.0052,1.311,60.8,,13.2,55.9,0.4,3.1,0,
1/13/2017,06:00:00,0.004,0.097,0.039,0.135,0.0064,1.845,69.5,,13,56.1,0.7,3.3,0,
1/13/2017,07:00:00,0.004,0.125,0.038,0.163,0.0057,3.056,78.6,,12.2,56.5,0.1,5.2,0,
1/13/2017,08:00:00,0.004,0.187,0.046,0.233,0.0071,4.152,121.5,,13.3,56.9,0.7,5.3,0,
1/13/2017,09:00:00,0.005,0.115,0.055,0.17,0.0068,2.774,149.9,,15.7,47,1.2,5.5,0,
1/13/2017,10:00:00,0.012,0.039,0.04,0.079,0.0047,1.471,131.2,,18.4,39.8,2.4,9.9,0,
1/13/2017,11:00:00,0.028,0.009,0.017,0.026,0.0039,0.7,82.9,,22.6,30.3,1.7,14.4,0,
1/13/2017,12:00:00,0.035,0.006,0.016,0.022,0.0032,0.585,42.6,,25.3,24.5,2.2,19,0,
1/13/2017,13:00:00,0.036,0.007,0.016,0.023,0.0025,0.579,36.3,,26.6,22,2.2,21.5,0,
1/13/2017,14:00:00,0.037,0.007,0.013,0.02,0.0021,0.442,33.7,,28.4,19,2.3,26.2,0,
1/13/2017,15:00:00,0.036,0.008,0.016,0.024,0.0021,0.503,32.7,,29.6,18.1,2.9,28.5,0,
1/13/2017,16:00:00,0.028,0.006,0.01,0.016,0.002,0.364,45.1,,28.9,17.6,4.2,24.2,0,
1/13/2017,17:00:00,0.023,0.003,0.014,0.017,0.0021,0.405,45.4,,26.2,20.9,4.1,16.4,0,
1/13/2017,18:00:00,0.01,0.015,0.033,0.048,0.0029,1.031,49.1,,23.8,24.7,2.3,10.3,0,
1/13/2017,19:00:00,0.004,0.055,0.048,0.102,0.005,1.878,82.1,,21.8,28.8,2,8.4,0,
1/13/2017,20:00:00,0.004,0.044,0.048,0.091,0.0051,1.802,122.5,,20.4,31,1.7,7,0,
1/13/2017,21:00:00,0.004,0.052,0.044,0.095,0.0051,1.778,91.3,,19.3,33.6,1,5.9,0,
1/13/2017,22:00:00,0.004,0.038,0.039,0.077,0.0049,1.298,69.7,,18.9,35.2,1.5,6.6,0,
1/13/2017,23:00:00,0.004,0.068,0.039,0.106,0.0054,2.039,62.9,,17.9,37.7,0.8,5.2,0,
1/14/2017,00:00:00,0.004,0.049,0.036,0.084,0.0043,1.446,59.6,,16.4,41.1,0.3,4.8,0,
1/14/2017,01:00:00,0.006,0.025,0.031,0.055,0.0034,0.733,42.6,,16.1,43.4,1.2,5.3,0,
1/14/2017,02:00:00,0.005,0.007,0.027,0.034,0.0035,0.634,29.1,,16.1,43.5,1,4.3,0,
1/14/2017,03:00:00,0.005,0.005,0.024,0.029,0.0047,0.551,31.5,,15.4,45.7,0.4,4.3,0,
1/14/2017,04:00:00,0.005,0.018,0.028,0.046,0.0044,0.661,30.4,,14.6,47.7,0.4,4.8,0,
1/14/2017,05:00:00,0.004,0.041,0.028,0.069,0.0047,1.162,40.3,,14.3,50.3,1.1,6,0,
1/14/2017,06:00:00,0.004,0.037,0.028,0.065,0.004,1.114,50.2,,13.6,52.1,1.3,4.1,0,
1/14/2017,07:00:00,0.004,0.022,0.029,0.051,0.0038,0.94,52.8,,13.1,53,1.6,5,0,
1/14/2017,08:00:00,0.006,0.029,0.026,0.054,0.0039,0.986,58.2,,14.1,52.7,3,5.9,0,
1/14/2017,09:00:00,0.012,0.017,0.019,0.036,0.0038,0.785,61.6,,16.7,47.1,4,7.5,0,
1/14/2017,10:00:00,0.017,0.009,0.013,0.022,0.0035,0.467,52.8,,19.8,41.4,5,9.9,0,
1/14/2017,11:00:00,0.02,0.01,0.013,0.023,0.0035,0.472,40.1,,22.2,36.8,3.2,12.7,0,
1/14/2017,12:00:00,0.024,0.009,0.014,0.022,0.003,0.529,37.2,,23.7,32.8,3.1,14.6,0,
1/14/2017,13:00:00,0.028,0.006,0.013,0.019,0.0027,0.443,33,,24.6,30.9,1.9,16.1,0,
1/14/2017,14:00:00,0.028,0.008,0.014,0.022,0.0022,0.475,33.6,,26.2,25.6,2.3,20.5,0,
1/14/2017,15:00:00,0.029,0.006,0.016,0.021,0.002,0.444,31.8,,25.9,22.5,1.8,16.6,0,
1/14/2017,16:00:00,0.027,0.008,0.022,0.029,0.0025,0.605,29.4,,24.5,24.1,1.7,12.7,0,
1/14/2017,17:00:00,0.023,0.006,0.029,0.035,0.0038,0.862,34.4,,23,26.1,2.9,9.9,0,
1/14/2017,18:00:00,0.016,0.013,0.041,0.054,0.0041,1.112,42.8,,21.9,28.6,2,8.4,0,
1/14/2017,19:00:00,0.005,0.043,0.055,0.097,0.005,2.127,61.8,,21,30.8,1.2,7.5,0,
1/14/2017,20:00:00,0.004,0.082,0.049,0.13,0.0052,2.36,74.8,,20.1,32.6,0.2,5.2,0,
1/14/2017,21:00:00,0.004,0.124,0.049,0.173,0.0061,3.461,76.7,,18.7,36.1,0.5,3.9,0,
1/14/2017,22:00:00,0.005,0.182,0.058,0.24,0.0077,4.415,126.2,,17.8,40.1,0.4,4.9,0,
1/14/2017,23:00:00,0.004,0.173,0.056,0.228,0.0073,3.755,166.4,,16.7,44.9,0.5,5.4,0,
1/15/2017,00:00:00,0.004,0.131,0.055,0.186,0.0058,3.16,139,,16.1,46.4,0.7,4.9,0,
1/15/2017,01:00:00,0.004,0.192,0.049,0.24,0.0059,4.145,141.6,,15,51.2,0.2,4.6,0,
1/15/2017,02:00:00,0.004,0.145,0.041,0.186,0.0067,3.654,148.9,,14.1,53.4,0.2,2.6,0,
1/15/2017,07:00:00,0.004,0.108,0.037,0.144,0.005,2.266,110.4,,10.9,65.1,0.2,3.1,0,
1/15/2017,08:00:00,0.006,0.044,0.033,0.077,0.0047,1.232,84.9,,13.1,63.8,0.4,4.7,0,
1/15/2017,09:00:00,0.013,0.025,0.028,0.053,0.0045,0.841,58.3,,17.2,51,1.5,9.4,0,
1/15/2017,10:00:00,0.019,0.009,0.021,0.03,0.0038,0.45,52,,19.9,41.2,1.2,11,0,
1/15/2017,11:00:00,0.023,0.011,0.024,0.035,0.0044,0.409,42.4,,22.4,31.2,2,14.1,0,
1/15/2017,12:00:00,0.031,0.008,0.024,0.032,0.0042,0.437,36.4,,25,23.7,2.2,19,0,
1/15/2017,13:00:00,0.032,0.004,0.012,0.016,0.0021,0.206,33.4,,25.6,21.6,4.2,18.6,0,
1/15/2017,14:00:00,0.022,0.006,0.009,0.015,0.0014,0.152,23.1,,25.2,19.5,4.3,16.2,0,
1/15/2017,15:00:00,0.019,0.006,0.008,0.014,0.0013,0.09,15.8,,25.2,19.3,4.8,16.1,0,
1/15/2017,16:00:00,0.02,0.005,0.008,0.013,0.0016,0.111,19.8,,24.3,20.4,5.2,14.3,0,
1/15/2017,17:00:00,0.018,0.006,0.009,0.015,0.0016,0.186,22.4,,24.4,19.7,4.7,15.3,0,
1/15/2017,18:00:00,0.012,0.011,0.021,0.031,0.0021,0.509,24.7,,22.4,22.9,2.6,9.3,0,
1/15/2017,19:00:00,0.004,0.048,0.033,0.081,0.0042,1.375,37.1,,19.6,28.2,1.5,7,0,
1/15/2017,20:00:00,0.004,0.057,0.033,0.09,0.0044,1.553,73.3,,18.4,31.4,2.1,6.1,0,
1/15/2017,21:00:00,0.004,0.061,0.033,0.093,0.0047,1.359,63,,17.5,33.3,1.6,6,0,
1/15/2017,22:00:00,0.004,0.062,0.032,0.093,0.0041,1.606,60.7,,16.2,36.3,0.6,5.1,0,
1/15/2017,23:00:00,0.004,0.058,0.031,0.089,0.0043,1.386,48.3,,15.3,40.3,0.1,3.3,0,
1/16/2017,00:00:00,0.004,0.063,0.029,0.091,0.0049,1.634,43.5,,14.7,43.9,0.4,4.1,0,
1/16/2017,01:00:00,0.004,0.071,0.028,0.099,0.004,1.496,42.6,,14.1,46.9,0.1,1.2,0,
1/16/2017,02:00:00,0.004,0.058,0.028,0.086,0.0045,1.005,42.6,,13.9,49.1,0.3,2.8,0,
1/16/2017,03:00:00,0.004,0.034,0.027,0.061,0.0038,0.8,41.5,,13.3,50.4,0.1,2.1,0,
1/16/2017,04:00:00,0.004,0.04,0.025,0.065,0.0037,0.881,40.3,,12.6,54.4,0,10,0,
1/16/2017,05:00:00,0.003,0.066,0.026,0.091,0.0041,1.295,39.2,,12.8,56.3,0.3,3.1,0,
1/16/2017,06:00:00,0.004,0.1,0.028,0.128,0.0056,1.765,41.7,,12.4,55.2,0.1,1.4,0,
1/16/2017,07:00:00,0.004,0.195,0.03,0.225,0.0086,3.247,69.5,,11.3,58.9,0.2,3.3,0,
1/16/2017,08:00:00,0.005,0.109,0.034,0.143,0.011,2.416,94.5,,13.4,58.8,0.2,6.1,0,
1/16/2017,09:00:00,0.008,0.061,0.04,0.1,0.0057,1.809,87.4,,17.7,43.5,0.8,10.4,0,
1/16/2017,10:00:00,0.014,0.035,0.046,0.08,0.0053,1.345,77.4,,20.9,32.7,1.5,13.2,0,
1/16/2017,11:00:00,0.02,0.018,0.032,0.05,0.0051,0.856,93.2,,23,27.8,2.4,14.5,0,
1/16/2017,12:00:00,0.022,0.008,0.012,0.02,0.0032,0.455,53.3,,24.4,24.5,4.5,17.3,0,
1/16/2017,13:00:00,0.023,0.008,0.011,0.019,0.0024,0.382,36.9,,25.7,22.6,4.3,18.9,0,
1/16/2017,14:00:00,0.022,0.008,0.008,0.016,0.0018,0.385,33.3,,26.5,21.2,5,20.3,0,
1/16/2017,15:00:00,0.021,0.009,0.007,0.015,0.0016,0.326,23.9,,26.9,20.9,4.8,21.4,0,
1/16/2017,16:00:00,0.021,0.006,0.008,0.014,0.0018,0.429,27.5,,27.4,20.1,3.9,22.5,0,
1/16/2017,17:00:00,0.017,0.008,0.012,0.02,0.0019,0.458,32.2,,26,21.6,4.3,17.1,0,
1/16/2017,18:00:00,0.01,0.015,0.024,0.038,0.0025,0.816,35.4,,23.6,25,3.5,11.3,0,
1/16/2017,19:00:00,0.006,0.022,0.029,0.051,0.0035,0.953,34.4,,21.3,28.3,3.3,8.3,0,
1/16/2017,20:00:00,0.005,0.021,0.027,0.047,0.004,0.89,43.8,,20,33.5,3.2,7.1,0,
1/16/2017,21:00:00,0.006,0.013,0.023,0.036,0.0042,0.675,41.9,,18.7,41.1,4.2,6.5,0,
1/16/2017,22:00:00,0.007,0.008,0.02,0.028,0.0037,0.578,26.3,,17.5,46.2,2.7,5.4,0,
1/16/2017,23:00:00,0.005,0.011,0.022,0.033,0.0053,0.425,22.6,,17.2,47.7,2.2,5.5,0,
1/17/2017,00:00:00,0.009,0.003,0.014,0.017,0.0041,0.42,30.7,,16.9,48,0.6,4.6,0,
1/17/2017,01:00:00,0.009,0.002,0.014,0.016,0.0032,0.339,19.8,,16.2,50.3,0.4,4.2,0,
1/17/2017,02:00:00,0.007,0.002,0.016,0.018,0.0032,0.453,14.9,,15.4,53.8,1.2,4.5,0,
1/17/2017,03:00:00,0.006,0.003,0.017,0.019,0.0033,0.523,20.7,,14.6,55.4,0.3,2.8,0,
1/17/2017,04:00:00,0.005,0.005,0.019,0.024,0.0032,0.583,23.4,,13.8,58.2,0.4,3.1,0,
1/17/2017,05:00:00,0.004,0.009,0.02,0.029,0.0034,0.876,21.3,,13.4,60.2,0.4,1.9,0,
1/17/2017,06:00:00,0.004,0.061,0.022,0.083,0.0047,1.707,25.4,,13,62.3,0.5,4,0,
1/17/2017,07:00:00,0.004,0.178,0.028,0.204,0.0061,3.154,53.2,,13,63.4,1,3.8,0,
1/17/2017,08:00:00,0.004,0.158,0.034,0.191,0.0068,2.805,88.1,,13.9,63.1,1.7,4.8,0,
1/17/2017,09:00:00,0.007,0.047,0.025,0.072,0.0049,1.193,95.1,,16.5,55.7,2.1,7.2,0,
1/17/2017,10:00:00,0.013,0.015,0.02,0.035,0.0062,0.81,66.6,,19.4,45.1,3.8,9.7,0,
1/17/2017,11:00:00,0.019,0.007,0.01,0.017,0.0033,0.476,71.1,,22.5,33.2,4.1,13.8,0,
1/17/2017,12:00:00,0.021,0.006,0.008,0.013,0.003,0.424,38.2,,24.2,28.3,3.7,17,0,
1/17/2017,13:00:00,0.023,0.006,0.008,0.014,0.0021,0.406,28.9,,25.6,22,3.7,19.4,0,
1/17/2017,14:00:00,0.022,0.008,0.009,0.016,0.0018,0.463,51.1,,26.3,21.4,4.4,19.8,0,
1/17/2017,15:00:00,0.022,0.007,0.008,0.014,0.0017,0.404,60.5,,26.8,20.9,4.5,21.7,0,
1/17/2017,16:00:00,0.021,0.007,0.007,0.014,0.0014,0.416,45.9,,27.5,19.6,4.7,25.6,0,
1/17/2017,18:00:00,0.009,0.014,0.023,0.037,0.0026,0.752,23.9,,22,27.8,4.2,9.9,0,
1/17/2017,19:00:00,0.009,0.011,0.023,0.034,0.003,0.766,24,,21,32.2,4,8.4,0,
1/17/2017,20:00:00,0.008,0.015,0.022,0.037,0.0036,0.751,34,,19.9,36.9,4.2,7.4,0,
1/17/2017,21:00:00,0.006,0.012,0.022,0.034,0.0044,0.704,33.5,,18.5,42.8,3.9,6.7,0,
1/17/2017,22:00:00,0.005,0.01,0.022,0.032,0.0042,0.593,28,,17.4,47.5,3.4,5.6,0,
1/17/2017,23:00:00,0.01,0.004,0.013,0.016,0.0035,0.378,20.3,,16.9,50.3,4.2,5.8,0,
1/18/2017,00:00:00,0.012,0.003,0.009,0.011,0.0031,0.35,12.1,,16.4,52.6,2.6,5,0,
1/18/2017,01:00:00,0.01,0.002,0.012,0.014,0.0029,0.307,15.4,,16,54.1,1.1,4.7,0,
1/18/2017,02:00:00,0.01,0.003,0.009,0.012,0.0036,0.302,8,,15.5,56.2,1.3,5.1,0,
1/18/2017,03:00:00,0.011,0.002,0.008,0.009,0.0032,0.298,9.6,,15,58.4,1.1,4.7,0,
1/18/2017,04:00:00,0.01,0.002,0.01,0.012,0.0033,0.322,9.3,,14.8,59.1,0.7,4.1,0,
1/18/2017,05:00:00,0.007,0.006,0.016,0.022,0.0031,0.468,13.3,,14.3,61.4,0.2,3.9,0,
1/18/2017,06:00:00,0.004,0.054,0.023,0.077,0.0042,1.082,27.1,,13.9,62,1,4.4,0,
1/18/2017,07:00:00,0.004,0.096,0.024,0.12,0.0053,1.991,63.9,,13.4,64.6,1,3.9,0,
1/18/2017,08:00:00,0.004,0.089,0.027,0.116,0.0055,1.782,79.5,,14.1,64.9,0.6,5,0,
1/18/2017,09:00:00,0.01,0.027,0.021,0.047,0.0047,0.915,60.8,,17.9,54.9,1.5,10.3,0,
1/18/2017,10:00:00,0.015,0.012,0.019,0.03,0.0045,0.675,50.4,,20.8,42.4,2.7,10.8,0,
1/18/2017,11:00:00,0.016,0.012,0.016,0.027,0.0041,0.684,55.1,,21.4,41.4,2.2,11.9,0,
1/18/2017,12:00:00,0.019,0.009,0.011,0.02,0.0039,0.585,41.5,,23.9,31.4,3.7,15.9,0,
1/18/2017,13:00:00,0.02,0.009,0.009,0.018,0.0032,0.433,53.3,,24,28.4,4.5,16.6,0,
1/18/2017,14:00:00,0.02,0.01,0.01,0.019,0.0027,0.467,27.7,,25.7,25.4,3.4,18.9,0,
1/18/2017,15:00:00,0.017,0.01,0.012,0.022,0.0025,0.563,29,,23.8,28.6,4.7,12.7,0,
1/18/2017,16:00:00,0.016,0.007,0.011,0.017,0.0031,0.49,28.2,,23.2,30.2,4.5,12.3,0,
1/18/2017,17:00:00,0.015,0.009,0.015,0.024,0.0034,0.605,24.9,,22.5,30.9,4.5,10.3,0,
1/18/2017,18:00:00,0.01,0.012,0.021,0.033,0.0038,0.796,34.5,,21.3,32.1,3.9,8.6,0,
1/18/2017,19:00:00,0.006,0.017,0.024,0.04,0.0041,0.878,39.6,,20.4,35.6,4.3,7.8,0,
1/18/2017,20:00:00,0.007,0.016,0.024,0.039,0.0037,1.003,27.6,,19.5,41.7,3.1,6.8,0,
1/18/2017,21:00:00,0.004,0.02,0.026,0.046,0.0042,0.966,24.6,,19,43.6,1.5,6.1,0,
1/18/2017,22:00:00,0.004,0.029,0.027,0.056,0.0043,1.122,28.5,,18.6,45.4,1.4,5.5,0,
1/18/2017,23:00:00,0.006,0.007,0.019,0.026,0.0037,0.581,28.6,,18.3,46.2,1.7,5.9,0,
1/19/2017,00:00:00,0.008,0.003,0.015,0.018,0.0036,0.436,21.3,,17.8,47.4,1,5.7,0,
1/19/2017,01:00:00,0.009,0.003,0.016,0.019,0.0032,0.344,20.8,,17.5,47.8,1.6,5.7,0,
1/19/2017,02:00:00,0.012,0.002,0.007,0.009,0.0033,0.293,13.8,,17.1,51,2.1,5.9,0,
1/19/2017,03:00:00,0.01,0.002,0.009,0.01,0.0036,0.289,11.3,,16.1,54.7,1.2,5.4,0,
1/19/2017,04:00:00,0.011,0.002,0.007,0.009,0.0033,0.28,10.2,,15.8,57.5,2.5,5.4,0,
1/19/2017,05:00:00,0.011,0.004,0.009,0.012,0.0032,0.322,12.7,,15.4,58.6,2.4,4.5,0,
1/19/2017,06:00:00,0.005,0.02,0.019,0.039,0.0037,0.756,12.9,,14.6,61.5,1.3,4.8,0,
1/19/2017,07:00:00,0.004,0.057,0.023,0.079,0.0043,1.409,24.9,,14.1,64,1,3.9,0,
1/19/2017,08:00:00,0.005,0.11,0.028,0.137,0.0057,1.844,52.2,,15.4,63.5,1.4,6.1,0,
1/19/2017,09:00:00,0.008,0.042,0.026,0.068,0.0062,0.987,68.3,,18.2,52.5,1.2,10.5,0,
1/19/2017,10:00:00,0.011,0.037,0.026,0.063,0.0066,0.863,54,,20.9,41.4,1.8,13.1,0,
1/19/2017,11:00:00,0.015,0.016,0.016,0.032,0.0049,0.57,52.4,,22.9,32.4,3.3,14.6,0,
1/19/2017,12:00:00,0.02,0.006,0.007,0.013,0.0032,0.415,36.4,,24.4,28.2,5.1,16.4,0,
1/19/2017,13:00:00,0.021,0.007,0.008,0.015,0.0026,0.441,24.3,,25.6,27.5,4.8,18.9,0,
1/19/2017,14:00:00,0.02,0.01,0.008,0.018,0.002,0.501,26.5,,26.1,25.4,6.5,19.2,0,
1/19/2017,15:00:00,0.02,0.006,0.007,0.012,0.002,0.387,30.1,,25.9,26.3,7,17.8,0,
1/19/2017,16:00:00,0.019,0.007,0.008,0.015,0.0022,0.425,37.6,,25.2,28.7,6.9,16.5,0,
1/19/2017,17:00:00,0.016,0.008,0.012,0.02,0.0023,0.582,36.2,,23.8,34.9,6.2,13.3,0,
1/19/2017,18:00:00,0.012,0.008,0.013,0.021,0.0026,0.615,35,,20.6,42.4,6.4,8.8,0,
1/19/2017,19:00:00,0.008,0.014,0.019,0.033,0.0033,0.875,28.3,,18.4,48.2,3.8,6.3,0,
1/19/2017,20:00:00,0.007,0.014,0.023,0.037,0.0036,0.871,23,,17.4,47.4,2.8,5.6,0,
1/19/2017,21:00:00,0.004,0.025,0.027,0.052,0.0036,1.115,19.4,,16.4,48.6,0.7,4.2,0,
1/19/2017,22:00:00,0.004,0.04,0.028,0.067,0.0045,1.431,28.1,,15.6,51.1,0.6,4.6,0,
1/19/2017,23:00:00,0.004,0.045,0.027,0.072,0.0049,1.076,49.9,,15.7,54.6,1.6,5.2,0,
1/20/2017,00:00:00,0.004,0.046,0.027,0.073,0.0052,0.81,60.6,,15.4,54.6,1.9,4.9,0,
1/20/2017,01:00:00,0.004,0.044,0.026,0.07,0.0043,0.64,57.4,,14.8,58.1,1.7,5.3,0,
1/20/2017,02:00:00,0.009,0.003,0.014,0.017,0.0036,0.38,36.1,,15.1,59.3,1.8,4.7,0,
1/20/2017,10:00:00,0.015,0.014,0.01,0.024,0.0036,0.658,33,,21,47.1,5.6,10.8,0,
1/20/2017,11:00:00,0.016,0.008,0.008,0.016,0.0033,0.474,35.9,,21.4,44.2,6.3,11.2,0,
