date, pm25, pm10, o3, no2, so2, co
2014/12/28, , 63, 17, 17, 4, 14
2014/12/29, , 47, , , , 
2014/7/2, , 27, 30, 12, 3, 7
2014/7/3, , 34, 27, 12, 2, 7
2014/7/4, , 24, 23, 12, 2, 8
2014/7/5, , 21, 24, 11, 2, 8
2014/7/6, , 17, 26, 9, 3, 8
2014/7/7, , 21, 37, 14, 2, 8
2014/7/8, , 21, 34, 11, 2, 6
2014/7/9, , 19, 40, 12, 3, 7
2014/7/10, , 25, 24, 11, 3, 6
2014/7/11, , 21, 25, 8, 3, 6
2014/7/12, , 18, 24, 11, 3, 7
2014/7/13, , 22, 26, 14, 3, 9
2014/7/14, , 25, 29, 11, 2, 6
2014/7/15, , 25, 32, 12, 2, 6
2014/7/16, , 24, 37, 17, 3, 8
2014/7/17, , 33, 34, 13, 2, 7
2014/7/18, , 27, 39, 14, 3, 7
2014/7/19, , 26, 35, 16, 2, 8
2014/7/20, , 22, 30, 16, 3, 9
2014/7/21, , 23, 31, 13, 4, 8
2014/7/22, , 24, 32, 16, 3, 8
2014/7/23, , 33, 29, 13, 3, 6
2014/7/24, , 31, 26, 11, 3, 6
2014/7/25, , 28, 31, 10, 3, 6
2014/7/26, , 24, 29, 10, 3, 6
2014/7/27, , 30, 32, 10, , 6
2014/7/28, , 28, 32, 15, 3, 8
2014/7/29, , 28, 31, 14, 2, 6
2014/7/30, , 38, 38, 18, 3, 7
2014/7/31, , 58, 47, 20, 2, 9
2014/8/1, , 43, 47, 20, 3, 11
2014/8/2, , 53, 34, 12, 2, 6
2014/8/3, , 37, 32, 14, 3, 7
2014/8/4, , 52, 29, 11, 2, 6
2014/8/5, , 48, 28, 11, 2, 7
2014/8/6, , 41, 20, 10, , 5
2014/8/7, , 48, 28, 12, , 7
2014/8/8, , 35, 32, 14, 2, 6
2014/8/9, , 35, 38, 12, 3, 7
2014/8/10, , 28, 34, 13, 2, 7
2014/8/11, , 27, 25, 11, 2, 6
2014/8/12, , 29, 25, 9, 2, 6
2014/8/13, , 32, 22, 9, 2, 5
2014/8/14, , 30, 21, 9, 3, 5
2014/8/15, , 31, 30, 12, 2, 8
2014/8/16, , 34, 33, 16, 2, 9
2014/8/18, , 47, 36, 15, 2, 9
2014/8/19, , 49, 37, 12, 2, 8
2014/8/20, , 30, 27, 12, 2, 8
2014/8/21, , 41, 31, 13, 2, 9
2014/8/22, , 43, 30, 15, 2, 10
2014/8/23, , 48, 29, 10, 2, 6
2014/8/24, , 41, 28, 7, 2, 5
2014/8/25, , 26, , , , 
2014/8/27, , 36, 34, 10, 2, 7
2014/8/28, , 33, 41, 19, 3, 9
2014/8/29, , 57, 43, 12, 2, 7
2014/8/30, , 42, 36, 13, 2, 7
2014/8/31, , 39, 28, 9, 2, 6
2014/9/1, , 32, 30, 10, 2, 7
2014/9/2, , 27, 21, 8, 2, 6
2014/9/3, , 25, 14, 8, 2, 7
2014/9/4, , 28, 13, 6, 3, 6
2014/9/5, , 19, 14, 5, 4, 6
2014/9/6, , 16, , , , 
2014/9/8, , 31, 21, 12, 3, 8
2014/9/9, , 33, 23, 13, 2, 9
2014/9/10, , 39, 27, 13, 2, 10
2014/9/11, , 48, 26, 9, 3, 7
2014/9/12, , 30, 26, 9, 3, 6
2014/9/13, , 30, 14, 11, 3, 9
2014/9/14, , 34, 14, 5, 2, 5
2014/9/15, , 22, 23, 9, 2, 10
2014/9/16, , 33, 23, 10, 2, 6
2014/9/17, , 26, 21, 13, 2, 9
2014/9/18, , 37, 10, 10, 2, 8
2014/9/19, , 28, 20, 10, , 6
2014/9/20, , 28, 27, 18, 3, 10
2014/9/21, , 39, 36, 20, 3, 13
2014/9/22, , 47, 15, 14, 1, 8
2014/9/23, , 31, 12, 17, 3, 10
2014/9/24, , 36, 18, 17, 5, 10
2014/9/25, , 27, 26, 18, 3, 8
2014/9/26, , 27, 30, 17, 3, 8
2014/9/27, , 31, 33, 22, 3, 13
2014/9/28, , 41, 28, 16, 2, 7
2014/9/29, , 29, 22, 16, 2, 8
2014/9/30, , 31, 12, 19, 3, 5
2014/10/1, , 35, 17, 17, , 10
2014/4/2, , 40, 27, 30, 5, 9
2014/4/3, , 43, 25, 24, 4, 7
2014/4/4, , 39, 43, 31, 5, 9
2014/4/5, , 40, 32, 30, 4, 7
2014/4/6, , 47, 26, 25, 4, 8
2014/4/7, , 43, 28, 22, 3, 6
2014/4/8, , 36, 36, 17, 3, 4
2014/4/9, , 52, 41, 22, 3, 6
2014/4/10, , 49, 19, 30, 4, 6
2014/4/11, , 55, , , , 
2014/4/17, , 47, 23, 15, 3, 4
2014/4/18, , 25, 32, 17, 4, 5
2014/4/19, , 31, 35, 15, 3, 5
2014/4/20, , 36, 35, 17, 3, 6
2014/4/21, , 35, 33, 22, 4, 8
2014/4/22, , 48, 48, 23, 5, 7
2014/4/23, , 48, 31, 19, 4, 6
2014/4/24, , 38, 20, 19, 4, 6
2014/4/25, , 28, 28, 22, 4, 5
2014/4/26, , 34, 27, 23, 4, 7
2014/4/27, , 44, 24, 18, 4, 5
2014/4/28, , 25, 32, 18, 4, 6
2014/4/29, , 31, 32, 22, 4, 6
2014/4/30, , 39, 29, 19, 4, 6
2014/5/1, , 45, 25, 14, 4, 4
2014/5/2, , 27, 19, 15, 4, 5
2014/5/3, , 32, 9, 16, 4, 5
2014/5/4, , 33, , , , 
2014/5/15, , 44, 34, 13, 3, 4
2014/5/16, , 25, 28, 24, 4, 6
2014/5/17, , 37, , 2, , 1
2014/5/20, , 52, 47, 32, 4, 8
2014/5/21, , 53, 39, 21, 4, 6
2014/5/22, , 51, 35, 19, 3, 4
2014/5/23, , 42, , 1, 1, 
2014/5/25, , 43, 6, 47, 3, 9
2014/5/26, , 44, 7, 38, 3, 7
2014/5/27, , 38, 4, 34, 4, 6
2014/5/28, , 22, 32, 10, 1, 6
2014/5/29, , 26, 17, 10, 4, 6
2014/5/30, , 17, 39, 15, 3, 8
2014/5/31, , 28, 35, 15, 3, 7
2014/6/1, , 21, 34, 16, 2, 7
2014/6/2, , 28, 41, 15, 2, 7
2014/6/3, , 37, 41, 13, 2, 6
2014/6/4, , 29, 37, 12, 3, 6
2014/6/5, , 36, 45, 15, 2, 7
2014/6/6, , 34, 33, 20, 3, 8
2014/6/7, , 33, 40, 16, 3, 7
2014/6/8, , 29, 39, 11, 2, 5
2014/6/9, , 20, 31, 11, 3, 6
2014/6/10, , 24, 37, 12, 3, 6
2014/6/11, , 23, 45, 12, 3, 6
2014/6/12, , 29, 53, 11, 3, 6
2014/6/13, , 30, 75, 16, 4, 9
2014/6/14, , 36, 59, 16, 4, 8
2014/6/15, , 37, 62, 17, 3, 8
2014/6/16, , 29, 43, 14, 2, 7
2014/6/17, , 16, 36, 15, 2, 7
2014/6/18, , 38, 48, 16, 2, 8
2014/6/19, , 31, 40, 13, 2, 7
2014/6/20, , 25, 25, 13, 2, 7
2014/6/21, , 18, 30, 13, 2, 7
2014/6/22, , 24, 26, 9, 3, 5
2014/6/23, , 17, 17, 10, 3, 8
2014/6/24, , 19, 29, 15, 3, 9
2014/6/25, , 33, 26, 10, 2, 6
2014/6/26, , 14, 21, 14, 3, 7
2014/6/28, , 21, 37, 14, 3, 8
2014/6/29, , 19, 27, 9, 2, 6
2014/6/30, , 20, 19, 10, 2, 7
2014/7/1, , 42, 19, 10, 3, 6
2014/1/2, , 43, 18, 21, 4, 21
2014/1/3, , 45, 21, 18, 3, 11
2014/1/4, , 30, 19, 27, 4, 21
2014/1/5, , 52, 19, 22, 3, 14
2014/1/6, , 30, 12, 34, 5, 23
2014/1/7, , 59, 24, 23, 2, 8
2014/1/8, , 44, 6, 32, 5, 20
2014/1/9, , 56, 21, 28, 4, 16
2014/1/10, , 50, 18, 35, 6, 19
2014/1/11, , 55, 8, 27, 4, 15
2014/1/12, , 40, 13, 27, 3, 17
2014/1/13, , 36, 22, 27, 5, 27
2014/1/14, , 48, 29, 29, 4, 18
2014/1/15, , 46, 18, 35, 4, 21
2014/1/16, , 55, 22, 31, 4, 11
2014/1/17, , 39, 34, 37, 6, 23
2014/1/18, , 57, 33, 45, 5, 20
2014/1/19, , 62, 40, 44, 4, 26
2014/1/20, , 65, 37, 41, 4, 18
2014/1/21, , 62, 34, 37, 4, 15
2014/1/22, , 55, 43, 36, 4, 12
2014/1/23, , 55, 33, 44, 5, 16
2014/1/24, , 61, 38, 38, 5, 15
2014/1/25, , 53, 55, 44, 5, 18
2014/1/26, , 66, 39, 37, 3, 17
2014/1/27, , 49, 40, 32, 1, 8
2014/1/28, , 55, 23, 29, 5, 10
2014/1/29, , 45, 26, 28, 5, 10
2014/1/30, , 42, 49, 33, 5, 13
2014/1/31, , 51, 30, 30, 5, 9
2014/2/1, , 43, 23, 33, 6, 14
2014/2/2, , 51, , 42, 8, 14
2014/2/3, , 46, , , , 
2014/2/5, , 39, 28, 30, 5, 13
2014/2/6, , 50, 32, 25, 4, 9
2014/2/7, , 44, 35, 29, 4, 10
2014/2/8, , 46, 36, 31, 5, 14
2014/2/9, , 46, 52, 36, 6, 18
2014/2/10, , 51, 45, 41, 5, 17
2014/2/11, , 55, 33, 40, 6, 13
2014/2/12, , 56, 3, 39, 7, 7
2014/2/13, , 41, , , , 
2014/2/20, , 79, 33, 38, 6, 10
2014/2/21, , 44, 39, 43, 6, 16
2014/2/22, , 69, 34, 34, 7, 14
2014/2/23, , 71, 32, 28, 5, 8
2014/2/24, , 39, 30, 28, 5, 8
2014/2/25, , 45, 26, 32, 5, 11
2014/2/26, , 55, , , , 
2014/3/12, , 34, 42, 33, 5, 9
2014/3/13, , 47, 35, 33, 6, 11
2014/3/14, , 53, 16, 31, 6, 10
2014/3/15, , 49, 21, 22, 5, 7
2014/3/16, , 34, 24, 18, 4, 6
2014/3/17, , 31, 29, 17, 4, 5
2014/3/18, , 61, 23, 24, 4, 6
2014/3/19, , 46, 20, 21, 4, 7
2014/3/20, , 35, 30, 26, 9, 9
2014/3/21, , 46, , , , 
2014/3/22, , 37, 11, 19, 3, 6
2014/3/23, , 30, 31, 22, 4, 10
2014/3/24, , 39, 31, 33, 6, 11
2014/3/25, , 46, 27, 29, 5, 8
2014/3/26, , 42, 24, 20, 4, 5
2014/3/27, , 36, 25, 19, 4, 5
2014/3/28, , 35, 30, 21, 4, 6
2014/3/29, , 35, 33, 28, 4, 8
2014/3/30, , 52, 33, 14, 3, 4
2014/3/31, , 38, 33, 27, 4, 8
2014/4/1, , 40, 28, 21, 4, 7
2022/7/2, , , 58, , , 
2022/7/3, , , 54, , , 
2022/7/4, , , 54, , , 
2022/7/5, , , 42, , , 
2022/7/6, , , 33, , , 
2022/7/7, , , 43, , , 
2022/7/8, , , 44, , , 
2022/7/9, , , 43, , , 
2022/7/10, , , 41, , , 
2022/7/11, , , 43, , , 
2022/7/12, , , 85, , , 
2022/7/13, , , 78, , , 
2022/7/14, , , 53, , , 
2022/7/15, , , 46, , , 
2022/7/16, , , 36, , , 
2022/7/18, , , 26, , , 
2022/7/19, , , 38, , , 
2022/7/20, , , 58, , , 
2022/7/21, , , 39, , , 
2022/7/22, , , 65, , , 
2022/7/23, , , 49, , , 
2022/7/24, , , 15, , , 
2022/7/25, , , 46, , , 
2022/7/26, , , 40, , , 
2022/7/27, , , 33, , , 
2022/7/28, , , 54, , , 
2022/7/29, , , 46, , , 
2022/7/30, , , 37, , , 
2022/7/31, , , 37, , , 
2022/8/1, , , 37, , , 
2022/8/2, , , 40, , , 
2022/8/3, , , 35, , , 
2022/8/4, , , 54, , , 
2022/8/5, , , 79, , , 
2022/8/6, , , 49, , , 
2022/8/7, , , 41, , , 
2022/8/8, , , 35, , , 
2022/8/9, , , 34, , , 
2022/8/10, , , 35, , , 
2022/8/11, , , 31, , , 
2022/8/12, , , 36, , , 
2022/8/13, , , 44, , , 
2022/8/14, , , 58, , , 
2022/8/15, , , 56, , , 
2022/8/16, , , 34, , , 
2022/8/18, , , 8, , , 
2022/8/19, , , 42, , , 
2022/8/20, , , 44, , , 
2022/8/21, , , 41, , , 
2022/8/22, , , 62, , , 
2022/9/1, , , 32, , , 
2022/9/2, , , 33, , , 
2022/9/3, , , 14, , , 
2022/9/22, , , 27, , , 
2022/9/23, , , 32, , , 
2022/4/24, , , 42, , , 
2022/4/25, , , 45, , , 
2022/4/26, , , 57, , , 
2022/4/27, , , 57, , , 
2022/4/28, , , 46, , , 
2022/4/29, , , 40, , , 
2022/4/30, , , 77, , , 
2022/5/1, , , 53, , , 
2022/5/2, , , 40, , , 
2022/5/3, , , 42, , , 
2022/5/4, , , 49, , , 
2022/5/5, , , 50, , , 
2022/5/6, , , 58, , , 
2022/5/7, , , 47, , , 
2022/5/8, , , 50, , , 
2022/5/9, , , 55, , , 
2022/5/10, , , 107, , , 
2022/5/11, , , 56, , , 
2022/5/12, , , 47, , , 
2022/5/13, , , 74, , , 
2022/5/14, , , 58, , , 
2022/5/15, , , 79, , , 
2022/5/16, , , 81, , , 
2022/5/17, , , 66, , , 
2022/5/18, , , 61, , , 
2022/5/19, , , 53, , , 
2022/5/20, , , 63, , , 
2022/5/21, , , 64, , , 
2022/5/22, , , 58, , , 
2022/5/23, , , 51, , , 
2022/5/24, , , 52, , , 
2022/5/25, , , 44, , , 
2022/5/26, , , 76, , , 
2022/5/27, , , 44, , , 
2022/5/28, , , 45, , , 
2022/5/29, , , 43, , , 
2022/5/30, , , 56, , , 
2022/5/31, , , 69, , , 
2022/6/1, , , 105, , , 
2022/6/2, , , 53, , , 
2022/6/3, , , 58, , , 
2022/6/4, , , 85, , , 
2022/6/5, , , 97, , , 
2022/6/6, , , 114, , , 
2022/6/7, , , 69, , , 
2022/6/8, , , 82, , , 
2022/6/9, , , 62, , , 
2022/6/10, , , 45, , , 
2022/6/11, , , 81, , , 
2022/6/12, , , 57, , , 
2022/6/13, , , 63, , , 
2022/6/14, , , 49, , , 
2022/6/15, , , 24, , , 
2022/6/16, , , 26, , , 
2022/6/17, , , 28, , , 
2022/6/18, , , 38, , , 
2022/6/19, , , 39, , , 
2022/6/20, , , 40, , , 
2022/6/21, , , 36, , , 
2022/6/22, , , 26, , , 
2022/6/23, , , 24, , , 
2022/6/24, , , 22, , , 
2022/6/25, , , 20, , , 
2022/6/26, , , 27, , , 
2022/6/27, , , 44, , , 
2022/6/28, , , 37, , , 
2022/6/29, , , 47, , , 
2022/6/30, , , 48, , , 
2022/7/1, , , 23, , , 
2022/1/3, , , 38, , 1, 
2022/1/7, , , 41, , 3, 
2022/1/17, , , 44, , 1, 
2022/1/27, , , 28, , 2, 
2022/2/4, , , 28, , 3, 
2022/2/12, , , 42, , 1, 
2022/2/16, , , 25, , 2, 
2022/3/10, , , 16, , , 
2021/10/2, , , 38, , , 
2021/10/3, , , 25, , , 
2021/10/4, , , 25, , , 
2021/10/5, , , 18, , , 
2021/10/6, , , 17, , , 
2021/10/7, , , 23, , , 
2021/10/8, , , 26, , , 
2021/10/9, , , 29, , , 
2021/10/10, , , 40, , , 
2021/10/11, , , 29, , , 
2021/10/12, , , 24, , , 
2021/10/13, , , 23, , , 
2021/10/14, , , 14, , , 
2021/10/15, , , 52, , , 
2021/10/16, , , 42, , , 
2021/10/17, , , 21, , , 
2021/10/18, , , 25, , , 
2021/10/19, , , 45, , , 
2021/10/20, , , 39, , , 
2021/10/21, , , 37, , , 
2021/10/22, , , 27, , , 
2021/10/23, , , 23, , , 
2021/10/24, , , 44, , , 
2021/10/25, , , 31, , , 
2021/10/26, , , 12, , , 
2021/10/27, , , 22, , , 
2021/10/28, , , 25, , , 
2021/10/29, , , 30, , , 
2021/10/30, , , 40, , , 
2021/10/31, , , 38, , , 
2021/11/2, , , 40, , , 
2021/11/3, , , 31, , , 
2021/11/4, , , 35, , , 
2021/11/5, , , 42, , , 
2021/11/6, , , 24, , , 
2021/11/23, , , 23, , 2, 
2021/11/24, , , 36, , 1, 
2021/7/16, , , 27, , 1, 
2021/7/17, , , 23, , , 
2021/7/18, , , 26, , , 
2021/7/19, , , 32, , , 
2021/7/20, , , 46, , 2, 
2021/7/21, , , 25, , , 
2021/7/22, , , 27, , 1, 
2021/7/23, , , 37, , , 
2021/7/24, , , 57, , 1, 
2021/7/25, , , 44, , , 
2021/7/26, , , 37, , 1, 
2021/7/27, , , 29, , , 
2021/7/28, , , 37, , , 
2021/7/29, , , 27, , 1, 
2021/7/30, , , 28, , 1, 
2021/7/31, , , 26, , , 
2021/8/1, , , 44, , , 
2021/8/2, , , 41, , 1, 
2021/8/3, , , 39, , 1, 
2021/8/4, , , 29, , 1, 
2021/8/5, , , 19, , 1, 
2021/8/6, , , 31, , 2, 
2021/8/7, , , 27, , 10, 
2021/8/8, , , 29, , 2, 
2021/8/9, , , 25, , 1, 
2021/8/10, , , 30, , , 
2021/8/11, , , 29, , , 
2021/8/12, , , 35, , , 
2021/8/13, , , 38, , , 
2021/8/14, , , 33, , , 
2021/8/15, , , 26, , , 
2021/8/16, , , 33, , , 
2021/8/17, , , 41, , , 
2021/8/18, , , 47, , , 
2021/8/19, , , 35, , , 
2021/8/20, , , 31, , , 
2021/8/21, , , 22, , , 
2021/8/22, , , 21, , , 
2021/8/23, , , 25, , , 
2021/8/24, , , 29, , , 
2021/8/25, , , 24, , , 
2021/8/26, , , 24, , , 
2021/8/27, , , 23, , , 
2021/8/28, , , 12, , , 
2021/8/29, , , 18, , , 
2021/8/30, , , 34, , , 
2021/8/31, , , 18, , , 
2021/9/1, , , 1, , , 
2021/9/2, , , 29, , , 
2021/9/5, , , 25, , , 
2021/9/6, , , 20, , , 
2021/9/7, , , 20, , , 
2021/9/8, , , 12, , , 
2021/9/9, , , 24, , , 
2021/9/10, , , 29, , , 
2021/9/11, , , 29, , , 
2021/9/12, , , 24, , , 
2021/9/13, , , 25, , , 
2021/9/14, , , 18, , , 
2021/9/15, , , 22, , , 
2021/9/16, , , 20, , , 
2021/9/17, , , 19, , , 
2021/9/18, , , 26, , , 
2021/9/19, , , 20, , , 
2021/9/20, , , 29, , , 
2021/9/21, , , 30, , , 
2021/9/22, , , 26, , , 
2021/9/23, , , 30, , , 
2021/9/24, , , 38, , , 
2021/9/25, , , 30, , , 
2021/9/26, , , 31, , , 
2021/9/27, , , 24, , , 
2021/9/28, , , 25, , , 
2021/9/29, , , 33, , , 
2021/9/30, , , 25, , , 
2021/10/1, , , 11, , , 
2021/5/11, , , 27, , 2, 
2021/5/24, , , 74, , 3, 
2021/6/17, , , 37, , 1, 
2021/1/5, , , 37, , 4, 
2020/10/7, , , 34, , 3, 3
2020/10/11, , , 44, , 2, 4
2020/11/13, , , 63, , 4, 
2020/11/14, , , 3, , 4, 
2020/11/23, , , 20, , 5, 
2020/11/24, , , 53, , 9, 
2020/11/25, , , 44, , 6, 
2020/11/26, , , 45, , 7, 
2020/11/27, , , 48, , 5, 
2020/11/28, , , 35, , 6, 
2020/11/29, , , 37, , 4, 
2020/11/30, , , 43, , 3, 
2020/12/20, , , 51, , 7, 
2020/12/21, , , 34, , 6, 
2020/12/22, , , 27, , 7, 
2020/12/23, , , 25, , 7, 
2020/12/24, , , 35, , 6, 
2020/7/13, , , 56, , 2, 4
2020/7/26, , , 42, , 3, 3
2020/8/8, , , 24, , 3, 3
2020/8/15, , , 32, , 2, 3
2020/8/22, , , 42, , 2, 3
2020/8/30, , , 14, , 3, 3
2020/9/5, , , 22, , 3, 3
2020/9/20, , , 22, , 3, 3
2020/9/29, , , 22, , 3, 3
2020/4/1, , , 38, 13, , 2
2020/4/5, , , 33, 6, , 13
2020/4/20, , , 32, 4, , 
2020/1/8, , , 36, , 1, 5
2020/3/7, , , 44, 15, , 3
2020/3/16, , , 45, 9, , 4
2020/3/25, , , 71, 15, 1, 3
2019/12/14, , , , , 1, 
2019/7/19, , , 65, , 8, 10
2019/7/20, , , 38, , 6, 8
2019/7/21, , , 65, , 9, 10
2019/7/22, , , 74, , 10, 12
2019/7/23, , , 68, , 10, 14
2019/7/24, , , 56, , 10, 12
2019/7/25, , , 78, , 10, 10
2019/7/26, , , 60, , 10, 14
2019/7/27, , , 60, , 10, 14
2019/7/28, , , 18, , 9, 11
2019/7/29, , , 129, , 12, 17
2017/4/3, , , 15, 13, 3, 6
2017/4/10, , , 18, 15, 3, 7
2017/4/18, , , 21, 19, 4, 7
2017/4/24, , , 21, 11, 2, 5
2017/1/3, , , 17, 56, 5, 29
2017/1/15, , , 18, 18, 4, 7
2017/1/23, , , 23, 24, 4, 8
2017/1/30, , , 20, 16, 4, 8
2017/2/7, , , 3, 46, 8, 27
2017/3/12, , , 9, 22, 4, 11
2017/3/27, , , 27, 17, 3, 6
2017/3/30, , , 24, 14, 1, 6
2016/10/28, , , 33, 12, 3, 7
2016/11/18, , , 20, 39, 3, 24
2016/12/3, , , 5, 13, 3, 9
2016/12/13, , , 26, 39, 3, 28
2015/10/2, , , 33, 15, 4, 9
2015/10/23, , , 5, 9, 4, 11
2015/10/25, , , 2, 19, 11, 20
2015/10/28, , , 16, 15, 5, 10
2015/10/29, , , 13, 13, 5, 10
2015/11/19, , , 33, 24, 5, 13
2015/4/15, , , 28, 12, 4, 5
2015/5/14, , , 43, 16, 2, 5
2015/5/26, , , 26, 12, 2, 4
2015/1/1, , , 28, 19, 4, 13
2014/11/24, , , 3, 33, 5, 16
2014/8/17, , , 20, 19, 2, 8
2014/8/26, , , 31, 10, 2, 6
2014/9/7, , , 25, 9, 2, 8
2014/4/16, , , 26, 12, 3, 4
2014/5/14, , , 38, 16, 3, 5
2014/5/19, , , 28, 40, 6, 9
2014/5/24, , , 12, 46, 2, 8
2014/6/27, , , 37, 11, 2, 6
2014/1/1, , , 13, 22, 3, 17
2014/2/4, , , 26, 27, 3, 8
2014/2/19, , , 50, 28, 4, 7
2014/3/11, , , 30, 25, 4, 6
